lun oct  8 12:52:00 -05 2018
/dev/mapper/biodisk1-vol1     10T  8,9T  596G  94% /biodata2
/dev/mapper/biodisk7-vol7     10T  4,0T  5,5T  43% /biodatatmp2
/dev/mapper/biodisk11-vol11   10T  7,4T  2,2T  78% /biotemp3
/dev/mapper/biodisk9-vol9     10T  8,6T  844G  92% /biodata4
/dev/mapper/biodisk6-vol6     10T  9,1T  402G  96% /biodata1
/dev/mapper/biodisk10-vol10   10T  9,2T  264G  98% /bioinformatica6
/dev/mapper/biodisk2-vol2     10T  7,7T  1,8T  82% /biodatatmp
/dev/mapper/biodisk8-vol8     10T  8,7T  786G  92% /biodatatmp3
tmpfs                        303G   32K  303G   1% /run/user/108
tmpfs                        303G  136K  303G   1% /run/user/1003
tmpfs                        303G   68K  303G   1% /run/user/1006
